year,state,genre,event_count
2023,NH,dark electro,1
2023,NH,emo,1
2023,NH,folk,1
2023,NH,folk rock,1
2023,NH,hard rock,1
2023,NH,hardstyle,1
2023,NH,indie rock,1
2023,NH,jazz,1
2023,NH,metalcore,1
2023,NH,new wave,1
2023,NH,post-hardcore,1
2023,NH,punk,1
2023,NH,rap,2
2023,NH,rock,1
2023,NH,rock opera,1
2023,NH,underground hip hop,1
2023,NH,unknown,1
2023,NJ,dance-pop,1
2023,NJ,doom metal,1
2023,NJ,edm,2
2023,NJ,electronic,1
2023,NJ,folk punk,2
2023,NJ,indie,1
2023,NJ,jazz,1
2023,NJ,punk,1
2023,NJ,rock,2
2023,NJ,rock music,1
2023,NJ,unknown,7
2023,NM,alternative rock,1
2023,NM,big beat,1
2023,NM,black metal,1
2023,NM,contemporary christian,1
2023,NM,contemporary r&b,1
2023,NM,desert rock,1
2023,NM,"folk, world, & country",3
2023,NM,hip hop,3
2023,NM,punk,4
2023,NM,red dirt,1
2023,NM,unknown,3
2023,NV,country,1
2023,NV,dance,2
2023,NV,electro house,1
2023,NV,electronic,1
2023,NV,folk punk,1
2023,NV,hip hop,1
2023,NV,hip-hop,1
2023,NV,house,1
2023,NV,indie rock,1
2023,NV,minimal techno,1
2023,NV,pop,5
2023,NV,rock,1
2023,NV,tech house,3
2023,NY,blues rock,2
2023,NY,dixieland,1
2023,NY,dream pop,1
2023,NY,dubstep,2
2023,NY,folk,2
2023,NY,gypsy punk,1
2023,NY,hardcore punk,1
2023,NY,noise rock,1
2023,NY,pop,1
2023,NY,reggae,1
2023,NY,rock,1
2023,NY,rock & roll,1
2023,NY,rock music,1
2023,NY,southern hip hop,1
2023,NY,techno,1
2023,NY,unknown,2
2023,OH,alternative rock,1
2023,OH,country,1
2023,OH,dance,1
2023,OH,doom metal,1
2023,OH,folk,1
2023,OH,funk,1
2023,OH,garage rock,1
2023,OH,hard rock,1
2023,OH,hip-hop,1
2023,OH,horrorcore,1
2023,OH,indie rock,1
2023,OH,jam band,1
2023,OH,metal,1
2023,OH,nu metal,1
2023,OH,punk,1
2023,OH,rap,1
2023,OH,soul,1
2023,OH,symphonic metal,1
2023,OH,unknown,2
2023,OK,alternative rock,1
2023,OK,christian rock,1
2023,OK,comedy,2
2023,OK,country,5
2023,OK,country music,2
2023,OK,emo,1
2023,OK,folk,1
2023,OK,hard rock,1
2023,OK,pop punk,1
2023,OK,rap,1
2023,OK,rock,1
2023,OK,singer-songwriter,2
2023,OK,unknown,1
2023,OR,blues,1
2023,OR,folk,2
2023,OR,folk punk,2
2023,OR,funk,1
2023,OR,garage rock,1
2023,OR,hardcore,2
2023,OR,indie pop,1
2023,OR,jam band,1
2023,OR,progressive rock,1
2023,OR,psychedelic rock,1
2023,OR,rock,3
2023,OR,unknown,4
2023,PA,alternative rock,2
2023,PA,bluegrass,1
2023,PA,boom bap,1
2023,PA,country,1
2023,PA,dixieland,1
2023,PA,drum and bass,1
2023,PA,dubstep,1
2023,PA,electronic,3
2023,PA,emo,1
2023,PA,funk,1
2023,PA,jam band,1
2023,PA,pop punk,1
2023,PA,rap,1
2023,PA,reggae,1
2023,PA,rock,1
2023,PA,rock and roll,1
2023,PA,unknown,1
2023,RI,alternative pop,1
2023,RI,classical crossover,1
2023,RI,death metal,1
2023,RI,electronic,2
2023,RI,hard rock,1
2023,RI,hardcore,1
2023,RI,heavy metal,1
2023,RI,hip-hop,1
2023,RI,indie pop,1
2023,RI,indie rock,1
2023,RI,melodic death metal,1
2023,RI,post-punk,1
2023,RI,psychedelic rock,1
2023,RI,punk,1
2023,RI,reggae,1
2023,RI,singer-songwriter,1
2023,RI,unknown,3
2023,SC,death metal,1
2023,SC,deathcore,1
2023,SC,electronic,1
2023,SC,folk,3
2023,SC,heavy metal,1
2023,SC,industrial,1
2023,SC,jam band,1
2023,SC,metalcore,2
2023,SC,punk,1
2023,SC,punk rock,1
2023,SC,southern rock,2
2023,SC,technical death metal,1
2023,SC,unknown,4
2023,SD,alternative country,1
2023,SD,alternative metal,1
2023,SD,americana,1
2023,SD,breaks,2
2023,SD,christian rock,1
2023,SD,contemporary country,1
2023,SD,country,3
2023,SD,country rock,1
2023,SD,emo,2
2023,SD,hard rock,2
2023,SD,hardcore,2
2023,SD,holiday,1
2023,SD,rhythm & blues,1
2023,SD,rock,1
2023,TN,alternative,1
2023,TN,alternative rock,1
2023,TN,american idol,1
2023,TN,bluegrass,1
2023,TN,blues rock,1
2023,TN,contemporary christian,1
2023,TN,country,5
2023,TN,folk,1
2023,TN,indie,1
2023,TN,indie rock,1
2023,TN,punk,1
2023,TN,rock,1
2023,TN,singer-songwriter,1
2023,TN,southern rock,1
2023,TN,traditional folk music,1
2023,TN,unknown,1
2023,TX,americana,2
2023,TX,big band,1
2023,TX,blues,1
2023,TX,dubstep,2
2023,TX,experimental,1
2023,TX,folk,1
2023,TX,hard rock,1
2023,TX,hardcore,1
2023,TX,hardcore hip hop,1
2023,TX,indie,1
2023,TX,punk rock,1
2023,TX,southern rock,1
2023,TX,texas blues,1
2023,TX,unknown,5
2023,UT,chicago house,1
2023,UT,edm,2
2023,UT,experimental,1
2023,UT,heavy metal,3
2023,UT,hip hop,1
2023,UT,house,1
2023,UT,indie,1
2023,UT,indie rock,1
2023,UT,melodic death metal,1
2023,UT,new wave,1
2023,UT,pop,1
2023,UT,punk,1
2023,UT,rock,1
2023,UT,rock and roll,1
2023,UT,speed metal,1
2023,UT,trance,1
2023,UT,unknown,1
2023,VA,alternative,1
2023,VA,blues rock,1
2023,VA,country,3
2023,VA,folk,3
2023,VA,funk,1
2023,VA,jazz,1
2023,VA,new wave,1
2023,VA,psychedelic,1
2023,VA,punk,1
2023,VA,rock,3
2023,VA,southern rock,2
2023,VA,unknown,2
2023,VT,blues rock,1
2023,VT,disco,2
2023,VT,funk,2
2023,VT,indie,1
2023,VT,rap,2
2023,VT,reggae,1
2023,VT,rock,1
2023,VT,rock opera,1
2023,VT,stoner rock,1
2023,VT,unknown,8
2023,WA,afrobeat,1
2023,WA,alternative rock,1
2023,WA,blues,1
2023,WA,classic rock,1
2023,WA,dance,1
2023,WA,dubstep,1
2023,WA,edm,2
2023,WA,electronic,1
2023,WA,hard rock,2
2023,WA,indie,1
2023,WA,indie pop,2
2023,WA,progressive house,1
2023,WA,punk,1
2023,WA,rock,1
2023,WA,smooth jazz,1
2023,WA,trance,1
2023,WA,unknown,1
2023,WI,alternative rock,2
2023,WI,doom metal,1
2023,WI,folk,1
2023,WI,hard rock,1
2023,WI,nu metal,1
2023,WI,pop punk,1
2023,WI,punk,4
2023,WI,punk rock,2
2023,WI,rock,1
2023,WI,symphonic metal,2
2023,WI,unknown,4
2023,WV,americana,1
2023,WV,country,4
2023,WV,disco,1
2023,WV,hard rock,1
2023,WV,hardcore punk,1
2023,WV,indie rock,1
2023,WV,nu metal,1
2023,WV,rock,3
2023,WV,smooth jazz,1
2023,WV,surf,1
2023,WV,unknown,5
2023,WY,americana,1
2023,WY,breaks,1
2023,WY,contemporary country,1
2023,WY,country,1
2023,WY,emo,1
2023,WY,experimental,1
2023,WY,indie,1
2023,WY,indie rock,1
2023,WY,metalcore,1
2023,WY,noise rock,2
2023,WY,nu metal,1
2023,WY,pop,1
2023,WY,punk,1
2023,WY,rap,1
2023,WY,rock,2
2023,WY,soul,1
2023,WY,spoken word,1
2023,WY,unknown,1
2024,AK,alternative rock,2
2024,AK,country,1
2024,AK,electronic,1
2024,AK,emo,2
2024,AK,folk,4
2024,AK,folk pop,1
2024,AK,goa,1
2024,AK,hard rock,2
2024,AK,hip hop,1
2024,AK,metal,1
2024,AK,pop,1
2024,AK,post-hardcore,1
2024,AK,soul,1
2024,AK,unknown,1
2024,AL,alternative rock,1
2024,AL,bluegrass,1
2024,AL,death metal,1
2024,AL,downtempo,1
2024,AL,eurodance,1
2024,AL,folk,1
2024,AL,freestyle,1
2024,AL,hardcore,1
2024,AL,new age,2
2024,AL,punk,1
2024,AL,rock,2
2024,AL,screamo,1
2024,AL,unknown,6
2024,AR,alternative metal,1
2024,AR,alternative rock,1
2024,AR,country music,1
2024,AR,death metal,1
2024,AR,doom metal,1
2024,AR,folk,2
2024,AR,folk rock,1
2024,AR,heavy metal,1
2024,AR,hyperpop,1
2024,AR,metal,1
2024,AR,piano rock,1
2024,AR,pop rock,1
2024,AR,post-hardcore,1
2024,AR,red dirt,1
2024,AR,rock music,2
2024,AR,soul,1
2024,AR,tech house,1
2024,AR,unknown,1
2024,AZ,country,1
2024,AZ,cumbia,2
2024,AZ,dance,1
2024,AZ,dubstep,2
2024,AZ,electronic,2
2024,AZ,hardcore punk,1
2024,AZ,heavy metal,1
2024,AZ,jam band,2
2024,AZ,progressive house,1
2024,AZ,psychedelic,1
2024,AZ,punk,2
2024,AZ,rock,1
2024,AZ,stoner rock,1
2024,AZ,unknown,2
2024,CA,#chicagolivemusic,1
2024,CA,big room house,1
2024,CA,cowboy poetry,1
2024,CA,dance,1
2024,CA,disco,1
2024,CA,edm,1
2024,CA,electronic,2
2024,CA,experimental,2
2024,CA,future pop,1
2024,CA,hard rock,2
2024,CA,mariachi,1
2024,CA,progressive house,1
2024,CA,psychedelic,1
2024,CA,punk rock,1
2024,CA,rock,2
2024,CA,unknown,1
2024,CO,breakbeat,1
2024,CO,dance,1
2024,CO,dubstep,4
2024,CO,electronic,3
2024,CO,folk,1
2024,CO,funk,2
2024,CO,garage rock,1
2024,CO,house,2
2024,CO,indie rock,1
2024,CO,jam band,1
2024,CO,pop,1
2024,CO,progressive bluegrass,1
2024,CO,psychedelic rock,1
2024,CT,alternative rock,1
2024,CT,dance-pop,1
2024,CT,folk,2
2024,CT,funk,2
2024,CT,hardcore,4
2024,CT,hardcore punk,2
2024,CT,hip-hop,1
2024,CT,indie,1
2024,CT,rock,3
2024,CT,singer-songwriter,1
2024,CT,unknown,2
2024,DE,alternative country,1
2024,DE,celtic,1
2024,DE,contemporary country,2
2024,DE,contemporary folk,1
2024,DE,country rock,1
2024,DE,doom metal,2
2024,DE,electronic,1
2024,DE,electropop,1
2024,DE,emo,1
2024,DE,folk,2
2024,DE,hard rock,1
2024,DE,heavy metal,1
2024,DE,pop,1
2024,DE,rockabilly,1
2024,DE,singer-songwriter,1
2024,DE,tech house,1
2024,DE,unknown,1
2024,FL,alternative rock,1
2024,FL,americana,1
2024,FL,blues,1
2024,FL,breaks,1
2024,FL,dance,1
2024,FL,downtempo,1
2024,FL,electronic,1
2024,FL,funktronica,1
2024,FL,hard trance,1
2024,FL,hip hop,3
2024,FL,pop,3
2024,FL,psychedelic,1
2024,FL,rap,1
2024,FL,unknown,3
2024,GA,a cappella,1
2024,GA,alternative rock,2
2024,GA,boogie rock,1
2024,GA,contemporary country,1
2024,GA,folk,1
2024,GA,funk rock,1
2024,GA,glitch,1
2024,GA,hardcore,1
2024,GA,hardcore punk,1
2024,GA,horror rock,1
2024,GA,indie,3
2024,GA,indie rock,1
2024,GA,psychedelic,1
2024,GA,punk,1
2024,GA,rock,1
2024,GA,southern rock,2
2024,HI,conscious,1
2024,HI,contemporary r&b,2
2024,HI,dance,1
2024,HI,folk,2
2024,HI,folk rock,1
2024,HI,future pop,1
2024,HI,hawaiian,2
2024,HI,house,1
2024,HI,indie rock,1
2024,HI,new wave,1
2024,HI,pop,4
2024,HI,punk,1
2024,HI,punk rock,1
2024,HI,reggae rock,1
2024,IA,alternative metal,1
2024,IA,americana,1
2024,IA,big band,1
2024,IA,breaks,1
2024,IA,folk,2
2024,IA,folk rock,1
2024,IA,hard rock,2
2024,IA,hip hop,1
2024,IA,jazz,2
2024,IA,new age,4
2024,IA,pop,1
2024,IA,rock,2
2024,IA,unknown,1
2024,ID,aor,1
2024,ID,breakcore,1
2024,ID,electronic,1
2024,ID,experimental,1
2024,ID,experimental rock,1
2024,ID,folk,1
2024,ID,gospel,1
2024,ID,hard rock,2
2024,ID,hardcore,2
2024,ID,hip hop,2
2024,ID,new age,1
2024,ID,norteño,1
2024,ID,pop,2
2024,ID,pop rap,1
2024,ID,psychedelic,1
2024,ID,ska,1
2024,IL,alternative country,2
2024,IL,alternative rock,3
2024,IL,avant-garde jazz,1
2024,IL,comedy,1
2024,IL,contemporary country,1
2024,IL,hard rock,1
2024,IL,hip hop,2
2024,IL,house music,1
2024,IL,indie pop,1
2024,IL,math rock,1
2024,IL,noise rock,1
2024,IL,pop,1
2024,IL,punk rock,2
2024,IL,unknown,2
2024,IN,alternative rock,3
2024,IN,breaks,1
2024,IN,dubstep,3
2024,IN,electronic,1
2024,IN,heavy metal,1
2024,IN,modern electric blues,1
2024,IN,noise rock,1
2024,IN,pop,1
2024,IN,pop punk,1
2024,IN,progressive metal,1
2024,IN,soul,1
2024,IN,unknown,5
2024,KS,alternative metal,1
2024,KS,atmospheric black metal,1
2024,KS,bluegrass,1
2024,KS,breakcore,1
2024,KS,brutal death metal,1
2024,KS,country,2
2024,KS,deathcore,3
2024,KS,doom metal,2
2024,KS,drum n bass,1
2024,KS,experimental,1
2024,KS,experimental rock,1
2024,KS,heavy metal,1
2024,KS,metal,1
2024,KS,new age,1
2024,KS,rock,1
2024,KS,tech house,1
2024,KY,american,1
2024,KY,classical crossover,1
2024,KY,comedy,1
2024,KY,country music,1
2024,KY,drone,1
2024,KY,folk,1
2024,KY,garage rock,1
2024,KY,new age,2
2024,KY,nu metal,1
2024,KY,prog rock,1
2024,KY,punk,3
2024,KY,punk rock,1
2024,KY,unknown,5
2024,LA,bluegrass,2
2024,LA,electronic,3
2024,LA,funk,2
2024,LA,gangsta,1
2024,LA,hip hop,1
2024,LA,jazz,1
2024,LA,progressive bluegrass,2
2024,LA,punk,1
2024,LA,rock,2
2024,LA,unknown,5
2024,MA,alternative rock,1
2024,MA,dance,1
2024,MA,electric blues,1
2024,MA,emo,1
2024,MA,folk,2
2024,MA,hardcore,1
2024,MA,indie,1
2024,MA,noise rock,1
2024,MA,pop,1
2024,MA,power pop,1
2024,MA,rock,2
2024,MA,rock music,1
2024,MA,unknown,6
2024,MD,alternative rock,1
2024,MD,bluegrass,2
2024,MD,bluegrass music,1
2024,MD,contemporary country,1
2024,MD,country rock,1
2024,MD,doom metal,1
2024,MD,electric blues,1
2024,MD,folk,1
2024,MD,gypsy punk,1
2024,MD,hardcore,1
2024,MD,hardcore punk,2
2024,MD,heavy metal,1
2024,MD,jam band,2
2024,MD,rock and roll,1
2024,MD,singer-songwriter,1
2024,MD,tech house,1
2024,MD,unknown,1
2024,ME,alternative country,1
2024,ME,alternative metal,1
2024,ME,alternative punk,1
2024,ME,alternative rock,1
2024,ME,dream pop,1
2024,ME,folk,1
2024,ME,garage rock,1
2024,ME,hard rock,1
2024,ME,hardcore punk,2
2024,ME,hip hop,1
2024,ME,hip-hop,2
2024,ME,indie,1
2024,ME,pop,1
2024,ME,psychedelic,1
2024,ME,rock,2
2024,ME,unknown,2
2024,MI,alternative metal,1
2024,MI,alternative rock,1
2024,MI,comedy,2
2024,MI,country blues,1
2024,MI,dubstep,1
2024,MI,funk,1
2024,MI,hard rock,1
2024,MI,hip hop,1
2024,MI,jam band,1
2024,MI,power pop,1
2024,MI,punk,1
2024,MI,rap,1
2024,MI,reggae,1
2024,MI,ska,1
2024,MI,soul,1
2024,MI,symphonic metal,2
2024,MI,unknown,2
2024,MN,alternative rock,1
2024,MN,big band,1
2024,MN,breaks,1
2024,MN,classical,1
2024,MN,dubstep,1
2024,MN,electronic,1
2024,MN,folk,2
2024,MN,"folk, world, & country",1
2024,MN,future bass,1
2024,MN,house,1
2024,MN,jazz,2
2024,MN,pop,1
2024,MN,punk,1
2024,MN,synth-pop,1
2024,MN,unknown,4
2024,MO,alternative,1
2024,MO,blue-eyed soul,1
2024,MO,christian rock,1
2024,MO,classical,3
2024,MO,country blues,1
2024,MO,drum n bass,1
2024,MO,electro house,1
2024,MO,electronic music,1
2024,MO,emo,1
2024,MO,hard rock,1
2024,MO,hardcore punk,2
2024,MO,jam band,1
2024,MO,punk,1
2024,MO,unknown,4
2024,MS,alternative metal,2
2024,MS,alternative rock,1
2024,MS,americana,1
2024,MS,contemporary christian,2
2024,MS,country,4
2024,MS,country music,1
2024,MS,electric blues,1
2024,MS,folk,1
2024,MS,funk,1
2024,MS,hard rock,1
2024,MS,indie rock,2
2024,MS,new age,1
2024,MS,soul,1
2024,MS,unknown,1
2024,MT,alternative country,1
2024,MT,americana,1
2024,MT,bluegrass,4
2024,MT,folk,6
2024,MT,new age,1
2024,MT,pop,2
2024,MT,rock and roll,2
2024,MT,singer-songwriter,2
2024,MT,unknown,1
2024,NC,americana,1
2024,NC,bluegrass,1
2024,NC,bluegrass music,1
2024,NC,country,1
2024,NC,drone,1
2024,NC,folk,1
2024,NC,folk rock,1
2024,NC,funk,4
2024,NC,hard rock,1
2024,NC,hip hop,1
2024,NC,indie,1
2024,NC,new wave,1
2024,NC,psychedelic,1
2024,NC,rock,1
2024,NC,unknown,3
2024,ND,acoustic,1
2024,ND,alternative metal,1
2024,ND,disco,1
2024,ND,electronic,1
2024,ND,hardcore,1
2024,ND,house,1
2024,ND,indie rock,1
2024,ND,italo-disco,1
2024,ND,metalcore,1
2024,ND,soul,1
2024,ND,special purpose artist,1
2024,ND,synth-pop,1
2024,ND,unknown,8
2024,NE,alternative hip hop,1
2024,NE,alternative metal,1
2024,NE,alternative rock,2
2024,NE,big band,1
2024,NE,comedy,1
2024,NE,contemporary christian,1
2024,NE,funk,1
2024,NE,hardcore punk,1
2024,NE,heavy metal,1
2024,NE,hip hop,1
2024,NE,indie,1
2024,NE,new age,4
2024,NE,rock,2
2024,NE,tech house,1
2024,NE,unknown,1
2024,NH,alternative rock,1
2024,NH,big band,1
2024,NH,brutal death metal,1
2024,NH,country,1
2024,NH,hard rock,2
2024,NH,hardcore,1
2024,NH,hardcore punk,1
2024,NH,heavy metal,1
2024,NH,indie rock,1
2024,NH,metal,1
2024,NH,metalcore,2
2024,NH,new wave,1
2024,NH,punk,1
2024,NH,rock,2
2024,NH,rock opera,1
2024,NH,swing,1
2024,NH,unknown,1
2024,NJ,alternative rock,2
2024,NJ,easycore,1
2024,NJ,emo,1
2024,NJ,folk punk,1
2024,NJ,gypsy punk,1
2024,NJ,hardcore,1
2024,NJ,hip hop,1
2024,NJ,house,1
2024,NJ,pop punk,1
2024,NJ,punk,6
2024,NJ,reggae,1
2024,NJ,soul,1
2024,NJ,soundtrack,1
2024,NJ,unknown,1
2024,NM,alternative rock,2
2024,NM,christmas music,1
2024,NM,contemporary,1
2024,NM,electronic,1
2024,NM,"folk, world, & country",3
2024,NM,garage punk,1
2024,NM,hard rock,2
2024,NM,hardcore punk,1
2024,NM,hip-hop,1
2024,NM,progressive rock,1
2024,NM,reggae,1
2024,NM,rock,1
2024,NM,ska,1
2024,NM,slowcore,1
2024,NM,unknown,2
2024,NV,alternative rock,2
2024,NV,country,1
2024,NV,country music,2
2024,NV,dance,1
2024,NV,easy listening,1
2024,NV,edm,1
2024,NV,electronic,2
2024,NV,hip hop,3
2024,NV,pop,1
2024,NV,rap,1
2024,NV,rnb,1
2024,NV,rock,2
2024,NV,synth-pop,1
2024,NV,trance,1
2024,NY,alternative rock,1
2024,NY,contemporary country,1
2024,NY,country,1
2024,NY,country rock,1
2024,NY,doo-wop,1
2024,NY,electronic,1
2024,NY,electropop,1
2024,NY,folk,1
2024,NY,funk,1
2024,NY,hyperpop,2
2024,NY,indie pop,2
2024,NY,jam band,1
2024,NY,jazz,1
2024,NY,noise,1
2024,NY,pop,1
2024,NY,rock music,1
2024,NY,unknown,2
2024,OH,breakbeat,1
2024,OH,experimental,1
2024,OH,folk punk,1
2024,OH,heavy metal,1
2024,OH,hip hop,3
2024,OH,hip-hop,1
2024,OH,horrorcore,1
2024,OH,jam band,1
2024,OH,pop,1
2024,OH,psychedelic,1
2024,OH,rock,2
2024,OH,soul,1
2024,OH,unknown,5
2024,OK,alternative country,1
2024,OK,alternative metal,1
2024,OK,americana,1
2024,OK,country,7
2024,OK,emo,1
2024,OK,hard rock,1
2024,OK,nu metal,1
2024,OK,pop,1
2024,OK,punk,1
2024,OK,rock,2
2024,OK,rock and roll,1
2024,OK,symphonic metal,2
2024,OR,bluegrass music,2
2024,OR,blues rock,1
2024,OR,comedy,1
2024,OR,dark electro,1
2024,OR,electronic,1
2024,OR,folk punk,1
2024,OR,metal,1
2024,OR,punk,2
2024,OR,rock,1
2024,OR,rock and roll,3
2024,OR,thrash,1
2024,OR,unknown,5
2024,PA,edm,1
2024,PA,electronic,2
2024,PA,emo,1
2024,PA,experimental rock,1
2024,PA,funk,2
2024,PA,hard rock,1
2024,PA,jam band,2
2024,PA,punk,2
2024,PA,punk rock,3
2024,PA,rock,2
2024,PA,rock and roll,1
2024,PA,unknown,2
2024,RI,alternative,1
2024,RI,alternative country,1
2024,RI,alternative folk,1
2024,RI,alternative rock,3
2024,RI,bedroom pop,1
2024,RI,experimental rock,1
2024,RI,folk rock,2
2024,RI,grindcore,1
2024,RI,hard rock,1
2024,RI,hardcore,1
2024,RI,heavy metal,1
2024,RI,indie folk,1
2024,RI,pop,2
2024,RI,singer-songwriter,1
2024,RI,unknown,2
2024,SC,african,1
2024,SC,alternative rock,1
2024,SC,americana,1
2024,SC,black metal,2
2024,SC,contemporary christian,1
2024,SC,garage rock,1
2024,SC,indie rock,1
2024,SC,metal,1
2024,SC,nu metal,1
2024,SC,pop rock,1
2024,SC,post-hardcore,1
2024,SC,rock,1
2024,SC,soul,1
2024,SC,swing,1
2024,SC,thrash metal,2
2024,SC,unknown,3
2024,SD,a cappella,1
2024,SD,alternative rock,1
2024,SD,ambient,1
2024,SD,big band,2
2024,SD,breaks,1
2024,SD,contemporary christian,1
2024,SD,country,4
2024,SD,folk,2
2024,SD,hard rock,1
2024,SD,new age,1
2024,SD,pop,1
2024,SD,prog rock,1
2024,SD,southern rock,1
2024,SD,unknown,2
2024,TN,americana,1
2024,TN,blues rock,1
2024,TN,contemporary country,1
2024,TN,country,4
2024,TN,country rap,1
2024,TN,egg punk,1
2024,TN,experimental,1
2024,TN,folk,1
2024,TN,funk,1
2024,TN,hard rock,2
2024,TN,indie pop,1
2024,TN,metal,1
2024,TN,pop punk,1
2024,TN,soft rock,1
2024,TN,trap,1
2024,TN,unknown,1
2024,TX,art rock,1
2024,TX,blues,1
2024,TX,breakcore,1
2024,TX,comedy,1
2024,TX,country,1
2024,TX,dance,1
2024,TX,doom metal,1
2024,TX,folk rock,1
2024,TX,hip hop,1
2024,TX,holiday,1
2024,TX,indie,2
2024,TX,pop punk,1
2024,TX,punk rock,1
2024,TX,synth-pop,1
2024,TX,unknown,5
2024,UT,abstract,1
2024,UT,alternative country,1
2024,UT,alternative rock,2
2024,UT,dubstep,2
2024,UT,electronic,1
2024,UT,indie pop,3
2024,UT,indie rock,1
2024,UT,new age,4
2024,UT,rock,1
2024,UT,ska,1
2024,UT,unknown,3
2024,VA,alternative rock,1
2024,VA,bluegrass,1
2024,VA,blues rock,1
2024,VA,doom metal,1
2024,VA,folk,5
2024,VA,garage rock,1
2024,VA,heavy metal,1
2024,VA,indie pop,1
2024,VA,jazz,1
2024,VA,new wave,1
2024,VA,punk rock,1
2024,VA,singer-songwriter,1
2024,VA,soul,1
2024,VA,tech house,1
2024,VA,unknown,2
2024,VT,alternative hip hop,1
2024,VT,funk,2
2024,VT,gypsy punk,1
2024,VT,hard rock,1
2024,VT,indie,3
2024,VT,jam band,4
2024,VT,reggae,1
2024,VT,rock opera,1
2024,VT,unknown,6
2024,WA,alternative rock,1
2024,WA,bluegrass,1
2024,WA,doom metal,1
2024,WA,electronic,1
2024,WA,experimental,2
2024,WA,funk,2
2024,WA,garage rock,2
2024,WA,hardcore,2
2024,WA,hyperpop,1
2024,WA,lounge,2
2024,WA,pop,1
2024,WA,punk,1
2024,WA,rock,2
2024,WA,smooth jazz,1
2024,WI,alternative metal,1
2024,WI,alternative rock,3
2024,WI,country rock,1
2024,WI,crunk,1
2024,WI,dubstep,2
2024,WI,emo,3
2024,WI,folk,2
2024,WI,pop punk,1
2024,WI,punk,2
2024,WI,sunshine pop,1
2024,WI,symphonic metal,2
2024,WI,unknown,1
2024,WV,country,3
2024,WV,hard rock,2
2024,WV,indie folk,1
2024,WV,rock,3
2024,WV,rockabilly,1
2024,WV,singer-songwriter,1
2024,WV,surf,1
2024,WV,symphonic metal,1
2024,WV,unknown,7
2024,WY,alternative country,1
2024,WY,americana,1
2024,WY,bluegrass,1
2024,WY,breaks,1
2024,WY,contemporary country,2
2024,WY,country,2
2024,WY,folk,4
2024,WY,horror punk,1
2024,WY,metalcore,2
2024,WY,nu metal,2
2024,WY,pop,1
2024,WY,progressive rock,1
2024,WY,unknown,1
2025,AK,#chicagolivemusic,1
2025,AK,alternative rock,1
2025,AK,comedy,1
2025,AK,country,1
2025,AK,deathcore,1
2025,AK,edm,2
2025,AK,electro house,1
2025,AK,experimental,4
2025,AK,hardcore punk,2
2025,AK,metal,1
2025,AK,rock,1
2025,AK,singer-songwriter,1
2025,AK,swing revival,1
2025,AK,unknown,2
2025,AL,alternative rock,1
2025,AL,folk rock,1
2025,AL,gothic rock,1
2025,AL,hard rock,1
2025,AL,hardcore,2
2025,AL,hardcore punk,3
2025,AL,punk,1
2025,AL,rock,2
2025,AL,sludge metal,1
2025,AL,unknown,7
2025,AR,alternative country,1
2025,AR,alternative rock,1
2025,AR,avantgarde,1
2025,AR,beatdown hardcore,1
2025,AR,doom metal,1
2025,AR,experimental rock,1
2025,AR,folk,1
2025,AR,hardcore,1
2025,AR,jam band,1
2025,AR,metalcore,3
2025,AR,pop,1
2025,AR,post-hardcore,3
2025,AR,punk,1
2025,AR,rock,1
2025,AR,sludge metal,1
2025,AR,unknown,1
2025,AZ,dubstep,1
2025,AZ,edm,1
2025,AZ,electronic,2
2025,AZ,emo,2
2025,AZ,hip hop,5
2025,AZ,house,1
2025,AZ,post-punk,1
2025,AZ,punk,1
2025,AZ,punk rock,1
2025,AZ,rap,1
2025,AZ,rock,1
2025,AZ,southern rock,1
2025,AZ,unknown,2
2025,CA,americana,1
2025,CA,bluegrass,1
2025,CA,contemporary r&b,1
2025,CA,cumbia,1
2025,CA,dance,1
2025,CA,disco,1
2025,CA,electronic,2
2025,CA,funk,1
2025,CA,hard rock,1
2025,CA,hip hop,1
2025,CA,indie pop,1
2025,CA,indie rock,1
2025,CA,power pop,1
2025,CA,punk,1
2025,CA,punk rock,1
2025,CA,rock,1
2025,CA,soul,1
2025,CA,trap edm,1
2025,CA,unknown,1
2025,CO,afrobeat,1
2025,CO,country,1
2025,CO,dance-punk,1
2025,CO,dubstep,2
2025,CO,edm,1
2025,CO,electronic,6
2025,CO,funk,3
2025,CO,house,1
2025,CO,punk,1
2025,CO,rock,1
2025,CO,synth-pop,1
2025,CO,unknown,1
2025,CT,alternative rock,1
2025,CT,electronic,1
2025,CT,experimental,1
2025,CT,folk,2
2025,CT,indie,1
2025,CT,indie rock,1
2025,CT,jam band,1
2025,CT,new wave,3
2025,CT,nu metal,1
2025,CT,pop,1
2025,CT,punk,2
2025,CT,rock,2
2025,CT,singer-songwriter,1
2025,CT,unknown,2
2025,DE,acoustic,1
2025,DE,alternative metal,1
2025,DE,alternative rock,1
2025,DE,appalachian music,1
2025,DE,folk,1
2025,DE,hard rock,1
2025,DE,indie,2
2025,DE,metalcore,1
2025,DE,pop punk,1
2025,DE,post-hardcore,1
2025,DE,rock,4
2025,DE,rock and roll,1
2025,DE,session,1
2025,DE,soundtrack,1
2025,DE,unknown,2
2025,FL,alternative rock,1
2025,FL,black metal,1
2025,FL,death metal,1
2025,FL,deathcore,1
2025,FL,dub,1
2025,FL,dubstep,1
2025,FL,electronic,1
